START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,320,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
START,VBAT_LOW,340,0,0,0,0,0
